class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Anjaneyasana,0.448745787,0.256671369,-0.004239059,0.998698294,0.456055403,0.234901339,-0.039220028,0.999183834,0.458843619,0.234043747,-0.039215382,0.998725295,0.461531162,0.232972771,-0.039243639,0.999043167,0.454362631,0.235045373,0.018832223,0.999076307,0.455901533,0.234523937,0.018856723,0.99809134,0.457661629,0.233695611,0.01876219,0.998339593,0.483376652,0.233583376,-0.129092008,0.998712897,0.47867927,0.234223261,0.136906087,0.997490466,0.460054487,0.272419751,-0.033233773,0.994929135,0.457469374,0.272664934,0.043100946,0.993590355,0.523347497,0.317078888,-0.295285165,0.997085929,0.502441168,0.320843786,0.295532942,0.99750942,0.476217926,0.201758072,-0.44849211,0.990147769,0.472047269,0.219777614,0.391552627,0.120999776,0.464015067,0.082507491,-0.341917485,0.962057233,0.463403702,0.110983141,0.295671672,0.331610113,0.470591128,0.051154297,-0.380894303,0.934626877,0.471467406,0.079520129,0.287756979,0.375200212,0.476808161,0.052273467,-0.363675237,0.926890194,0.47463432,0.071441285,0.264297009,0.374639034,0.474842072,0.063019536,-0.332998544,0.917363882,0.472066462,0.082679749,0.275538504,0.414088905,0.536679268,0.642989695,-0.19092162,0.999774873,0.500890017,0.629819274,0.190663666,0.99989289,0.548208058,0.899515033,-0.294965297,0.990037382,0.353609264,0.636977553,0.268023193,0.907576859,0.723399818,0.876566291,-0.116326824,0.883892953,0.298954129,0.864286602,0.321126878,0.887781382,0.746499896,0.849556565,-0.094829939,0.914054275,0.312391669,0.914579511,0.323736519,0.938189566,0.773331761,0.908487201,-0.104612127,0.796324074,0.218697116,0.895740449,0.321153611,0.797628522
Tadasana,0.53472501,0.201553315,-0.12367972,0.999621212,0.542366445,0.188317567,-0.086524501,0.999622941,0.545891285,0.18825382,-0.086510472,0.999436498,0.54937005,0.188306302,-0.086535625,0.999528527,0.529293656,0.189255178,-0.092666581,0.999567568,0.524279296,0.189961389,-0.092704222,0.999462426,0.519598603,0.190708548,-0.092729867,0.999594927,0.553487003,0.198295861,0.077394001,0.999628961,0.514300704,0.199144945,0.051304393,0.999698341,0.54239738,0.218605369,-0.064788178,0.999337435,0.526429474,0.218166217,-0.072670177,0.999312401,0.57766974,0.276005626,0.092806928,0.9977507,0.487270981,0.273141652,0.018436136,0.998367548,0.585627913,0.169908494,-0.048003428,0.96503365,0.477356017,0.172894418,-0.253050864,0.989662588,0.551909387,0.080101468,-0.115406826,0.939190447,0.519026399,0.078162976,-0.401718944,0.976724029,0.545116782,0.058493607,-0.159247369,0.857867122,0.529155672,0.056940779,-0.464642286,0.934088886,0.541637599,0.05867593,-0.14669925,0.84857285,0.529638588,0.055618178,-0.446746171,0.927059352,0.542206407,0.066875294,-0.118807711,0.838440359,0.527650535,0.06367033,-0.40580368,0.921762049,0.557078481,0.537260711,0.012733134,0.999766946,0.493065059,0.536215782,-0.012727429,0.999774516,0.556157172,0.734036684,0.003951961,0.989838183,0.48945269,0.732675672,-0.013515715,0.98718679,0.560939312,0.925609708,0.177978039,0.984660268,0.498702824,0.926948786,0.163765982,0.98419565,0.551023841,0.946841061,0.184319705,0.858967423,0.506508529,0.950533867,0.170186132,0.825452924,0.580104649,0.979670525,-0.006613744,0.970239162,0.480596215,0.980871797,-0.014551453,0.97150594
Vajrasana,0.581785321,0.364895791,-0.120663084,0.999628425,0.591298997,0.342898726,-0.122125879,0.999625564,0.596158683,0.342291027,-0.122133575,0.999704123,0.601554215,0.341859132,-0.12215779,0.99958384,0.583090365,0.343196839,-0.087703303,0.999277234,0.582052469,0.342768967,-0.087648824,0.999481976,0.581319809,0.342334569,-0.087721817,0.999635041,0.624647439,0.351895332,-0.094618186,0.999557674,0.601295114,0.350404769,0.059694033,0.999522209,0.594661593,0.390581876,-0.108588994,0.99894315,0.586466193,0.38868764,-0.064797059,0.997719944,0.642703891,0.480614722,-0.229500622,0.999702156,0.631858349,0.483155817,0.219169736,0.998079121,0.616838574,0.672937214,-0.277124822,0.984866917,0.635087132,0.664135039,0.192526147,0.026877733,0.514297485,0.774338663,-0.166364759,0.924625337,0.566999316,0.767907083,0.041083392,0.037948426,0.492517531,0.800283492,-0.205064848,0.903813124,0.548030376,0.794261932,0.023578869,0.049996108,0.483252853,0.7918154,-0.180613711,0.895959496,0.543392599,0.786221802,-0.019146649,0.048723999,0.491429895,0.783736527,-0.15348202,0.853864908,0.545822978,0.781991959,0.014560247,0.052920256,0.652964652,0.79550904,-0.144583285,0.999927402,0.630266964,0.789068639,0.144594312,0.99983865,0.442315161,0.859115183,-0.170835748,0.996343851,0.445682913,0.84957701,0.279225171,0.247685313,0.648949742,0.872791111,0.041812897,0.957193971,0.640690744,0.865187228,0.32043007,0.1050964,0.660592973,0.858346522,0.062258285,0.845617712,0.659050167,0.846374094,0.313975036,0.106099933,0.726394534,0.889966905,0.164471522,0.965498149,0.722289145,0.886332154,0.388486803,0.196146861
Bhujangasan,0.231512189,0.412287325,0.013701838,0.999832213,0.247800976,0.414382368,-0.006124767,0.999857068,0.249760434,0.41723448,-0.006233045,0.999848008,0.251916379,0.420191437,-0.006267884,0.999855995,0.24842222,0.413738221,0.038571391,0.99974823,0.250667751,0.415825427,0.038515896,0.999749005,0.253246069,0.41805917,0.038553357,0.999842763,0.260445505,0.445234299,-0.081620999,0.999798775,0.262872338,0.442144185,0.123974346,0.999870539,0.227369666,0.43669644,-0.013052846,0.99985069,0.227440163,0.435826182,0.045331068,0.999905407,0.248140305,0.539769948,-0.216317385,0.999987006,0.272956759,0.547591329,0.232991189,0.999969184,0.240250975,0.718078256,-0.27030617,0.979079127,0.269379854,0.718477607,0.227530524,0.141729325,0.207007453,0.904420078,-0.306908429,0.972493291,0.243414596,0.867050946,0.165952548,0.451527387,0.181689233,0.918339133,-0.366349757,0.950838506,0.220299169,0.875945508,0.165855676,0.445193112,0.175608471,0.916724741,-0.341110975,0.944851279,0.218757078,0.883073568,0.117714152,0.440343887,0.187159821,0.915537715,-0.300829589,0.913130045,0.230283931,0.885049403,0.141965359,0.422986984,0.365703464,0.835866034,-0.165908694,0.999258399,0.368555963,0.813491642,0.165689915,0.999165773,0.588554502,0.87520051,-0.169223815,0.951588273,0.575154722,0.861863971,0.171102852,0.185506821,0.799009919,0.839426279,-0.118137754,0.966277719,0.777201712,0.835303187,0.312151432,0.27052635,0.820423126,0.808734357,-0.112865493,0.964933515,0.8000229,0.805724382,0.324154437,0.462692946,0.865465164,0.913962126,-0.235780239,0.955655575,0.84088695,0.904502332,0.239628389,0.448051095
Tadasana,0.534124017,0.203563213,-0.1226096,0.999404907,0.541428804,0.189642742,-0.086091869,0.999376178,0.544863582,0.189408541,-0.086086743,0.999060035,0.548282981,0.189272106,-0.086115807,0.99922502,0.5285694,0.190744624,-0.093356036,0.999280691,0.523636222,0.191393465,-0.093400382,0.999111116,0.519052386,0.192111969,-0.093442246,0.999353945,0.551731229,0.198243573,0.077755988,0.999372184,0.513496578,0.199125603,0.048136804,0.999535143,0.541438103,0.22008346,-0.063037798,0.998965085,0.525886297,0.219416723,-0.072510704,0.99896723,0.575323462,0.275130361,0.096963391,0.997438431,0.486758947,0.271252424,0.008064029,0.998260677,0.584182501,0.171211034,-0.050924111,0.958272219,0.478799909,0.172896102,-0.260661066,0.990034282,0.551276147,0.080042012,-0.128584847,0.920566261,0.518653989,0.0770671,-0.399363488,0.975247681,0.545559525,0.059048768,-0.173216164,0.821479321,0.528465509,0.056322075,-0.458360136,0.929715693,0.541792929,0.058951281,-0.161306411,0.811145902,0.528641284,0.054876562,-0.443540871,0.922820687,0.542224765,0.067188993,-0.133032531,0.804283559,0.526852429,0.062654279,-0.403251082,0.918328464,0.553652287,0.536221266,0.018636782,0.999742508,0.491036326,0.535499156,-0.018654313,0.999741077,0.554645419,0.730697811,0.003993686,0.989833474,0.486907423,0.729371607,-0.021788858,0.987818837,0.55830127,0.921438932,0.175488502,0.986011744,0.499718279,0.922130525,0.162257865,0.985896289,0.548321307,0.942864656,0.181674019,0.870818436,0.50737536,0.94633323,0.169345453,0.839629889,0.57675004,0.976255774,-0.008626002,0.97191745,0.484045655,0.977917373,-0.014626643,0.974151731
Bhadrasana,0.517780662,0.534285665,-0.578226388,0.999886394,0.524070859,0.508968055,-0.563983321,0.999945462,0.529190898,0.507305086,-0.564009786,0.99990952,0.533990264,0.505616009,-0.564158857,0.999890447,0.508233666,0.509357214,-0.568918467,0.999978304,0.501657665,0.507983387,-0.569078445,0.999971747,0.495096385,0.506661296,-0.569132626,0.999971449,0.53879261,0.503173709,-0.418690622,0.999792933,0.480505794,0.50642854,-0.439282745,0.999979019,0.524520278,0.549001396,-0.518716931,0.999986947,0.506367207,0.550155282,-0.524535537,0.999996126,0.579284549,0.598039091,-0.336545855,0.997997522,0.433174193,0.60423851,-0.366197944,0.999887645,0.594880044,0.747478366,-0.427450746,0.942817748,0.412219942,0.739528716,-0.483219475,0.969552755,0.546015143,0.839943647,-0.661538959,0.784282565,0.467108488,0.83222878,-0.719064593,0.921132326,0.532834351,0.869391322,-0.73177737,0.773211122,0.476373255,0.868138611,-0.784849286,0.911916673,0.520611346,0.848992586,-0.751826882,0.784451962,0.48933059,0.842435002,-0.803986371,0.910819352,0.523683429,0.835944951,-0.675091863,0.752082765,0.48867178,0.830681205,-0.730239272,0.884855807,0.554273307,0.806794584,0.008098675,0.996300519,0.468462467,0.811920285,-0.00852206,0.998897851,0.697037399,0.724431455,-0.177359819,0.956952929,0.316494554,0.720686853,-0.187596068,0.952810645,0.547630489,0.854735911,-0.108042397,0.724749565,0.467724949,0.865772128,-0.13086924,0.791580737,0.527206123,0.864469349,-0.09726695,0.630355954,0.488017172,0.872475326,-0.120957315,0.714371443,0.515308738,0.854879797,-0.196146727,0.66872859,0.501072764,0.894121706,-0.21980007,0.724380851
FoldPose,0.374414533,0.514676869,-0.243332773,0.940633535,0.357293189,0.514165759,-0.282156378,0.947925448,0.356525421,0.511856973,-0.282081604,0.948722839,0.355769962,0.509283721,-0.28203395,0.955384433,0.356664807,0.51366508,-0.238296181,0.922783017,0.355434656,0.510895669,-0.238464162,0.925762773,0.354092896,0.507499933,-0.2385979,0.932427049,0.353093326,0.481241375,-0.375663817,0.92632395,0.349276662,0.478655249,-0.176416069,0.877428889,0.386075795,0.497570157,-0.269476324,0.956154287,0.384754479,0.497096479,-0.211485669,0.922999799,0.402899206,0.440893501,-0.453490168,0.994923532,0.39430365,0.440566719,-0.028243314,0.995231748,0.417182267,0.596397579,-0.491665214,0.933649838,0.416199863,0.590845823,0.019207006,0.171640858,0.420853287,0.741869688,-0.404924631,0.858548343,0.416768461,0.738374889,-0.099904224,0.232132927,0.431521237,0.783991396,-0.458409727,0.813271344,0.425093979,0.780883491,-0.106394306,0.223734453,0.430566788,0.791918993,-0.437066704,0.811463833,0.425982475,0.787908494,-0.162977472,0.224607542,0.428965181,0.781132519,-0.396116138,0.762018383,0.425652742,0.776325583,-0.126628786,0.226030871,0.580345392,0.378402114,-0.15047729,0.98134315,0.549993455,0.38949424,0.150842935,0.978038609,0.543272614,0.615905583,-0.165626958,0.895501912,0.523434997,0.599527776,0.115652278,0.17861855,0.52614373,0.852193058,-0.11297445,0.960523069,0.522497177,0.834905088,0.204944178,0.27134186,0.540155828,0.88218534,-0.111950636,0.94190371,0.534401238,0.867110848,0.212545231,0.281362534,0.443904966,0.90473187,-0.22524555,0.960159421,0.445420563,0.888146162,0.141034126,0.326932102
FoldPose,0.382596761,0.517830372,-0.252504736,0.968315721,0.365924895,0.515819848,-0.28576842,0.972325087,0.364949435,0.513477385,-0.285668552,0.970382631,0.364176989,0.511050522,-0.285623789,0.976110101,0.365484983,0.515041053,-0.24384363,0.961749792,0.364156038,0.512059271,-0.243991658,0.961066961,0.362832129,0.50859642,-0.244076401,0.969837487,0.363085002,0.485227168,-0.365128458,0.954719722,0.359788418,0.482583135,-0.173669249,0.934765697,0.393463463,0.500957191,-0.274459869,0.966382802,0.39269796,0.50080049,-0.218835264,0.949543118,0.411282778,0.43645525,-0.446971953,0.978655159,0.404140532,0.452269107,-0.041758768,0.992831051,0.417645633,0.605822504,-0.533008695,0.886763811,0.41565448,0.608790636,-0.015431033,0.181274027,0.418126732,0.741794884,-0.469315678,0.690866947,0.416195393,0.753591418,-0.144664109,0.192482382,0.42189002,0.78735137,-0.523288727,0.631204903,0.415435314,0.7914114,-0.158751801,0.183528438,0.423221171,0.793459117,-0.50025779,0.63025105,0.417771995,0.799281538,-0.20926182,0.186389402,0.423020691,0.778990209,-0.461748511,0.576816142,0.420612514,0.78968519,-0.171551943,0.192366496,0.590700507,0.372877121,-0.145663112,0.967784405,0.568366647,0.386213928,0.145957142,0.973788083,0.553343654,0.605382979,-0.16631642,0.873995721,0.536148965,0.595185399,0.080272742,0.19685258,0.530874491,0.84305644,-0.102087334,0.941322684,0.529429793,0.836601555,0.159670249,0.294533968,0.543570459,0.886238813,-0.101713084,0.91334039,0.54139024,0.8791008,0.164701,0.289480656,0.453241974,0.89808923,-0.233723134,0.943479419,0.455724239,0.888779461,0.067975655,0.35904032
Bhadrasana,0.517468095,0.540304065,-0.593860805,0.999777794,0.525156379,0.516425252,-0.582041323,0.999931276,0.530254245,0.515418291,-0.582055509,0.999876142,0.53523767,0.514139473,-0.582213521,0.999892592,0.508885145,0.515256226,-0.585575938,0.999967992,0.502185702,0.513654768,-0.58573544,0.999954283,0.4955042,0.511988759,-0.585784316,0.999964654,0.539421916,0.511046886,-0.435020596,0.999757588,0.480210006,0.509984434,-0.449240923,0.999967158,0.524059772,0.555171251,-0.532341659,0.999977827,0.505203605,0.555310905,-0.536260784,0.999991238,0.578093469,0.59574765,-0.352048069,0.998761594,0.430922925,0.604317904,-0.367917806,0.99987942,0.600087285,0.754987061,-0.426957279,0.936724961,0.410175979,0.740936577,-0.484436661,0.953890979,0.545077085,0.834249437,-0.657212436,0.767222464,0.465581894,0.822080016,-0.738019586,0.873739183,0.527679265,0.862582088,-0.723629653,0.761518776,0.477097332,0.855390251,-0.80308342,0.878421903,0.518823326,0.838599503,-0.746254981,0.770879924,0.487043798,0.833437681,-0.822185397,0.875423968,0.522334099,0.824120224,-0.670706332,0.735506296,0.485715777,0.82030791,-0.749093413,0.843042493,0.553864002,0.814910829,0.006321489,0.997553468,0.463250726,0.819005787,-0.006786078,0.998789489,0.701552331,0.729293525,-0.186456233,0.946557224,0.305259824,0.739357233,-0.159558982,0.938778818,0.544931114,0.850778341,-0.13460359,0.772825539,0.462251008,0.864051759,-0.112476446,0.779191971,0.525925636,0.862028182,-0.122088775,0.641307712,0.484695673,0.865198255,-0.101153016,0.703107238,0.50969553,0.842735171,-0.211123139,0.690783381,0.501021624,0.883530617,-0.191074595,0.706299186
Bhujangasan,0.237823442,0.409876406,0.027930671,0.999810338,0.254435837,0.415207833,0.007726668,0.99981457,0.256528825,0.417948216,0.007628304,0.999834776,0.258737475,0.420757473,0.007606853,0.99979651,0.255143255,0.414403379,0.053541102,0.999644637,0.25762555,0.416356981,0.053492539,0.999723971,0.260348707,0.418520451,0.053557884,0.999831378,0.267630398,0.446944028,-0.065449364,0.999758482,0.269883156,0.444071889,0.144707516,0.999893427,0.232719228,0.432995886,0.001822011,0.999815643,0.233226374,0.431585848,0.061567627,0.999880433,0.249912068,0.543641984,-0.205330461,0.999969244,0.270496964,0.554863811,0.254710019,0.999939501,0.239088923,0.719335258,-0.263016999,0.973964334,0.262662262,0.722410381,0.241874024,0.224414945,0.209094048,0.907928169,-0.307837963,0.953551173,0.240503073,0.872507691,0.168679982,0.570459843,0.183793336,0.922838032,-0.373013198,0.925011754,0.21601966,0.883590639,0.163656309,0.57455492,0.176539809,0.920746803,-0.344204158,0.914470315,0.215095282,0.889888585,0.114267364,0.576343775,0.188365012,0.918154061,-0.30093956,0.871158242,0.226111323,0.889890254,0.14380461,0.548462093,0.366303682,0.832584679,-0.167280301,0.998850048,0.371914923,0.817696035,0.167146966,0.99904567,0.591205776,0.874071717,-0.183749288,0.974083424,0.580386043,0.861977756,0.162971526,0.33305195,0.801931679,0.844499469,-0.117139123,0.977105319,0.782608747,0.840676129,0.326277792,0.427014738,0.820941448,0.808097422,-0.109535836,0.95404917,0.806513488,0.807429433,0.340828121,0.556589901,0.869970024,0.916493237,-0.23414731,0.968679667,0.850077033,0.909839809,0.249034554,0.620305598
Dhanurasana,0.221452907,0.726732016,0.005000149,0.999914229,0.224135756,0.705743849,-0.017451642,0.999907494,0.226485103,0.703977942,-0.017418697,0.999937713,0.229020834,0.702288508,-0.017627303,0.9999035,0.222592518,0.705153525,0.018260341,0.999916077,0.223848343,0.702973485,0.018252663,0.99994278,0.225391299,0.700620949,0.0182385,0.999926627,0.249246866,0.694527209,-0.08013086,0.999935746,0.248518944,0.690814078,0.080312774,0.999948025,0.236952022,0.738473117,-0.015261473,0.999923944,0.233985588,0.738839447,0.031108763,0.99991554,0.31632036,0.746923983,-0.159918547,0.999976635,0.346184522,0.726288497,0.164892986,0.999892056,0.450970262,0.683147728,-0.144722238,0.9686324,0.478345931,0.665848672,0.194503456,0.215363503,0.582790732,0.629704595,-0.133607656,0.90739882,0.592322886,0.610244632,0.198035166,0.260091752,0.606927991,0.601207316,-0.150462344,0.84366715,0.621075511,0.577208161,0.210605115,0.227342561,0.617321372,0.613874972,-0.154303163,0.810259938,0.625426233,0.580202043,0.187776953,0.222548023,0.611718655,0.629365683,-0.132737651,0.799808741,0.617730081,0.600810587,0.186857834,0.220889986,0.554617643,0.853461504,-0.13188377,0.999836326,0.55931896,0.820165575,0.1319848,0.999823809,0.763626456,0.828980565,-0.16696164,0.995917976,0.757109284,0.809815645,0.093372442,0.193088859,0.613711476,0.623172164,0.094533168,0.961698472,0.617547393,0.618042052,0.404726028,0.169357702,0.595465064,0.635205567,0.126456916,0.963237762,0.599691689,0.602578461,0.440460354,0.236845136,0.606043458,0.487237126,0.173188999,0.924516559,0.608870089,0.491590828,0.489069521,0.245686218
Dhanurasana,0.225604296,0.710880995,-0.04063049,0.999874592,0.22717078,0.690690577,-0.065854453,0.999899983,0.229525253,0.689386189,-0.065853015,0.999925673,0.23193872,0.68780148,-0.066115811,0.999898911,0.225672409,0.68970567,-0.020751305,0.999902666,0.226927042,0.687745631,-0.020782419,0.999917984,0.228404492,0.685450554,-0.020809373,0.999893963,0.253387749,0.679968715,-0.146383494,0.999941468,0.25060159,0.676222682,0.058052249,0.999907911,0.24087508,0.722890317,-0.069177493,0.999914348,0.238367438,0.722767711,-0.01021628,0.999909639,0.326184571,0.729439557,-0.23931253,0.999968112,0.354064286,0.708838522,0.145193875,0.999795258,0.45818767,0.653607965,-0.23731485,0.97670716,0.47847113,0.639631569,0.190016225,0.328591555,0.575491548,0.582683921,-0.232758075,0.929104924,0.588169396,0.567257583,0.203303367,0.295914948,0.59678793,0.550741911,-0.25819093,0.881142259,0.611872315,0.53242439,0.217192814,0.248251319,0.607108772,0.561188281,-0.267487943,0.845810831,0.616069734,0.543077409,0.193014115,0.246733293,0.602058887,0.577174544,-0.235148072,0.828856885,0.609969616,0.5599792,0.190513462,0.236608684,0.550677776,0.851479709,-0.139798447,0.999081254,0.557590187,0.81969589,0.13996534,0.999441743,0.749863923,0.774127901,-0.192167088,0.996330202,0.74176085,0.755226433,0.087005049,0.252439052,0.605448067,0.561674118,0.051251668,0.94158107,0.608360827,0.558338404,0.375205785,0.240307614,0.587866426,0.573490679,0.080635011,0.949957192,0.589216828,0.559188843,0.409098685,0.309362084,0.594827294,0.433921605,0.093668118,0.860081971,0.597266078,0.43551594,0.423163563,0.239806592
Anjaneyasana,0.447217762,0.257300198,-0.016646473,0.998606324,0.454496294,0.234244868,-0.053688556,0.999115765,0.457232952,0.233352482,-0.053694814,0.998635173,0.459878057,0.232256219,-0.053713482,0.99896127,0.452847004,0.234139398,0.005885557,0.998994827,0.454417557,0.233426377,0.00591668,0.997944653,0.456211388,0.232422993,0.005800015,0.998188496,0.481751293,0.232089221,-0.147073552,0.998577654,0.477160752,0.232534692,0.126262456,0.99718678,0.458421528,0.273776829,-0.046247717,0.994582415,0.455797195,0.273853511,0.032308914,0.992992938,0.521692932,0.316676289,-0.31627652,0.996944785,0.502709031,0.318891943,0.287767917,0.997300446,0.476275116,0.201668188,-0.530294776,0.989421368,0.47351703,0.217075869,0.381398439,0.111403607,0.463228941,0.088343233,-0.504115105,0.95747155,0.462911278,0.11254172,0.276682645,0.307838321,0.468449593,0.054241583,-0.554566264,0.927264392,0.469177425,0.079733282,0.270213872,0.352945149,0.474241793,0.055272911,-0.533259153,0.919066191,0.472377002,0.071241595,0.241021395,0.35225001,0.472830117,0.065565765,-0.495441288,0.909187913,0.470222414,0.082396492,0.255029738,0.390646577,0.537863851,0.642777145,-0.19379136,0.999781311,0.50235343,0.629498243,0.19357416,0.999888062,0.5487957,0.899104297,-0.303290427,0.990822732,0.355806768,0.640032828,0.308934391,0.899765015,0.72791326,0.875436127,-0.173013061,0.901301861,0.299174368,0.86587894,0.367760092,0.885865986,0.750863433,0.84797895,-0.157386094,0.925574481,0.311667383,0.915249646,0.369921982,0.938050568,0.78058517,0.910718322,-0.179852828,0.821746826,0.218299627,0.896094501,0.360700518,0.7979123
Tadasana,0.534414232,0.201763242,-0.110819355,0.999430835,0.541616976,0.188642427,-0.074934952,0.999413311,0.545010448,0.188441172,-0.074919306,0.999113441,0.548367798,0.188320398,-0.074925423,0.999266803,0.528932452,0.189836219,-0.08100345,0.999327779,0.524016559,0.190551087,-0.081039019,0.999177575,0.519429743,0.191312015,-0.081074975,0.999400258,0.551599622,0.197923973,0.085153192,0.999402285,0.513833404,0.198757634,0.044069342,0.999565959,0.541585445,0.218670458,-0.052825749,0.999024332,0.526072025,0.218077406,-0.060637604,0.999029517,0.574945509,0.275731623,0.095208123,0.997390807,0.486761481,0.270536035,-0.010497299,0.998292923,0.584481359,0.172632039,-0.083766572,0.956236422,0.47882694,0.172598347,-0.312192261,0.990190685,0.551866233,0.080394678,-0.200426966,0.921224236,0.518772602,0.077262044,-0.475351632,0.976570189,0.546047032,0.059154846,-0.247844294,0.825167835,0.528560638,0.05654056,-0.537835956,0.933782518,0.542233646,0.058962874,-0.234785393,0.81513989,0.528744996,0.055040397,-0.520249307,0.927262366,0.542646408,0.067196019,-0.20455125,0.807708442,0.526952028,0.062836006,-0.478845596,0.922581971,0.553592086,0.536465347,0.022330154,0.999754786,0.490958691,0.535443246,-0.022362772,0.999755383,0.554884493,0.730875909,0.006056661,0.989969313,0.486992687,0.728706896,-0.027988199,0.987971544,0.558646262,0.921970546,0.174913019,0.986303747,0.499127299,0.92231071,0.148765653,0.98621428,0.548626006,0.943500161,0.180395395,0.873285532,0.506539166,0.946769059,0.15492408,0.843058288,0.577396393,0.976642311,-0.006424738,0.972510457,0.483674228,0.97800225,-0.025835279,0.974671483
Vajrasana,0.567478001,0.361947626,0.016693894,0.999593794,0.577534795,0.342103988,-0.009121598,0.999602795,0.580922544,0.341610372,-0.009115608,0.999689698,0.584825337,0.341250211,-0.009115547,0.999557555,0.575030386,0.342259288,0.038214874,0.999226034,0.576390207,0.341854215,0.038248636,0.999463022,0.577977419,0.341375053,0.038151424,0.999624252,0.609392524,0.352240205,-0.083686315,0.999548614,0.60068208,0.350590229,0.124245718,0.999533832,0.579631627,0.387605309,-0.010716608,0.998934686,0.576322675,0.386676252,0.04961165,0.99780184,0.642494023,0.483032584,-0.239626452,0.999676764,0.62851131,0.487190038,0.239585117,0.997991979,0.633972168,0.671345294,-0.264769584,0.983779907,0.641794264,0.664405882,0.212635085,0.026375562,0.52718246,0.771937251,-0.125822261,0.915935695,0.576917052,0.767916918,0.025971279,0.037847873,0.509356141,0.798939586,-0.165752813,0.893866539,0.562619686,0.794909179,0.00630959,0.050886355,0.498007923,0.789155722,-0.149576053,0.884792924,0.55297935,0.786270142,-0.037288658,0.049626749,0.505185962,0.780735552,-0.116396345,0.840417624,0.562914252,0.782170594,-0.000368311,0.054161068,0.65470916,0.798146427,-0.145905823,0.999940038,0.629241586,0.791258991,0.145914525,0.999869764,0.44668293,0.858995974,-0.171143278,0.996719241,0.441914618,0.855032206,0.275494993,0.247216418,0.649905324,0.872280121,0.040111389,0.959843338,0.637958527,0.862487137,0.321217,0.105527952,0.661404133,0.858373821,0.059933919,0.848315358,0.655515611,0.84371829,0.314401507,0.103015855,0.730508745,0.890406191,0.147281125,0.966483951,0.724431336,0.885605514,0.365864515,0.19430393
FoldPose,0.385039032,0.517397046,-0.214401528,0.966239631,0.366972297,0.516483366,-0.247630388,0.96932888,0.365997374,0.513824821,-0.247582793,0.968972445,0.365068763,0.510811448,-0.24752669,0.974086106,0.366684645,0.51652205,-0.202175617,0.954040527,0.36548239,0.513941586,-0.202316925,0.953437686,0.364198565,0.510668039,-0.202428848,0.958967924,0.361607194,0.48004052,-0.329647362,0.957711518,0.358950794,0.480229497,-0.124786295,0.924250007,0.396626115,0.499670893,-0.237985522,0.973283291,0.395839304,0.50001657,-0.178155929,0.954006672,0.409686625,0.431326658,-0.425415188,0.993430495,0.403979063,0.450142056,0.018472161,0.995849073,0.422968775,0.589169085,-0.496275753,0.933524132,0.426333815,0.59910661,0.05110088,0.191411376,0.42503804,0.736192524,-0.43662101,0.851209164,0.426264822,0.744702578,-0.062653422,0.229420543,0.435081184,0.779381514,-0.491331995,0.811031342,0.434013993,0.788056791,-0.067529716,0.222960636,0.432875395,0.789147317,-0.464420974,0.80935508,0.433806032,0.794863701,-0.118823364,0.223458633,0.430638462,0.776654899,-0.426218808,0.761354983,0.43269968,0.782850206,-0.088153288,0.225557894,0.591612637,0.381068558,-0.152027652,0.981252789,0.566045165,0.39745158,0.152354807,0.980263412,0.537756741,0.608389318,-0.190512016,0.896854997,0.527079523,0.598822057,0.09166266,0.188721016,0.52547437,0.850868046,-0.147149608,0.956416607,0.525827408,0.838479936,0.153617397,0.273045629,0.540513158,0.881078959,-0.146883219,0.938175678,0.541416764,0.869254172,0.157806575,0.290807575,0.444868505,0.89794749,-0.25645569,0.956763923,0.476492971,0.890532196,0.085734375,0.336935729
