class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Anjaneyasana,0.436912239,0.32104674,-0.103892863,0.998048306,0.447740734,0.301476866,-0.124655269,0.999065459,0.450830519,0.301499248,-0.124592721,0.998631358,0.453773439,0.301385373,-0.124567509,0.999005377,0.443559736,0.301420033,-0.071264409,0.99919045,0.443801492,0.301516175,-0.071086496,0.998413205,0.44394812,0.301459283,-0.071068943,0.99849087,0.471788257,0.310437709,-0.175617248,0.99883157,0.458038718,0.310456932,0.078341261,0.99686718,0.447839439,0.341245353,-0.120260715,0.992690802,0.443003356,0.341741115,-0.04823767,0.99176991,0.510694146,0.39005366,-0.328475386,0.996131778,0.480001509,0.406553209,0.227136046,0.992070556,0.506548882,0.260895073,-0.573649108,0.988537431,0.49116531,0.291908354,0.278890491,0.030370435,0.533297658,0.141970128,-0.629614472,0.947457671,0.52050364,0.179152623,0.183191046,0.076987736,0.545958102,0.111742787,-0.691583037,0.917702436,0.534335256,0.152803659,0.166326776,0.106759109,0.548585534,0.110466734,-0.674136877,0.906672359,0.536100984,0.141916066,0.155078411,0.101714365,0.54487592,0.120799035,-0.626904488,0.890755594,0.531972289,0.155834958,0.167622238,0.112863578,0.541772723,0.706860304,-0.184689566,0.999704242,0.497069985,0.696540534,0.184340075,0.999682188,0.660956979,0.909346223,-0.349868894,0.998663843,0.34951514,0.659419894,0.312587798,0.959976971,0.851326466,0.858895302,-0.255703598,0.982554972,0.371462286,0.886196196,0.352150589,0.954260826,0.889760494,0.811311007,-0.244865626,0.961518705,0.392610431,0.91726619,0.350829065,0.966922641,0.892781436,0.889175534,-0.311099023,0.964442909,0.304680347,0.930470824,0.346065223,0.924487531
Anjaneyasana,0.431732416,0.320950508,-0.108185433,0.997455478,0.441441476,0.301433921,-0.126713902,0.998830736,0.444793046,0.301720202,-0.126667634,0.998141229,0.448052943,0.301828027,-0.126660869,0.998671651,0.435567707,0.301000565,-0.07564301,0.999100029,0.434754312,0.301103383,-0.075450458,0.998139739,0.433851242,0.301080585,-0.07538373,0.998179376,0.465500355,0.310661495,-0.169359744,0.998386621,0.447898775,0.310879827,0.071056858,0.995862544,0.442605346,0.341884822,-0.123331346,0.98803097,0.435851991,0.341865957,-0.054174624,0.987539232,0.50556004,0.386333019,-0.303409964,0.99340111,0.474238217,0.404320508,0.216724634,0.988064289,0.501992285,0.259015262,-0.531083465,0.986614347,0.485334873,0.290778548,0.270042986,0.030410303,0.52467525,0.141913965,-0.563867927,0.945135176,0.511757791,0.1806155,0.157656565,0.075255163,0.535607457,0.111053415,-0.618721187,0.91164434,0.525543332,0.150268734,0.137753218,0.101805083,0.536550522,0.110323742,-0.600735903,0.900740325,0.523780406,0.149072319,0.121471837,0.095968433,0.532852232,0.121414192,-0.560025632,0.883420765,0.519439459,0.162728623,0.140369743,0.104550928,0.538158774,0.710672557,-0.174090952,0.999694169,0.49119693,0.699402273,0.173592716,0.999653816,0.662275672,0.90959841,-0.324296355,0.998576105,0.34635359,0.659263313,0.299369991,0.963847756,0.851200759,0.853034437,-0.202150434,0.979262173,0.370517135,0.88741678,0.319488108,0.953974783,0.876279533,0.820241213,-0.186885312,0.951878726,0.392822921,0.919614732,0.316151649,0.964755714,0.881356895,0.936932921,-0.238813043,0.954119086,0.302753896,0.931986809,0.314849555,0.915917337
Bhujangasan,0.209603101,0.404919684,-0.20330587,0.999884307,0.223145634,0.380157828,-0.194833383,0.999866784,0.228308275,0.37858218,-0.194947124,0.999832928,0.233321473,0.377085626,-0.195082113,0.999850094,0.21372357,0.38297233,-0.15964298,0.999869287,0.212143987,0.383281618,-0.159683242,0.999830961,0.210258514,0.383415997,-0.159634694,0.999875546,0.255373329,0.385197312,-0.14458926,0.999707997,0.228444859,0.388315469,0.018263314,0.999788702,0.222988009,0.434881598,-0.183128566,0.999701142,0.214048594,0.433625102,-0.13727273,0.999810994,0.276711076,0.501373887,-0.276307404,0.999897301,0.29801622,0.50370568,0.214334771,0.999879837,0.285392225,0.72182864,-0.374119937,0.990350127,0.317854524,0.715088904,0.232390285,0.08458209,0.232673883,0.939642191,-0.372257292,0.976085782,0.277421206,0.892255783,0.142757863,0.271402925,0.191932991,0.948342562,-0.421897411,0.95238328,0.250549972,0.893024504,0.132690072,0.298640966,0.183275208,0.937826157,-0.382237345,0.950811505,0.242900342,0.896747887,0.09019424,0.28619346,0.198886335,0.936278343,-0.356546342,0.924940944,0.254509628,0.900904059,0.119548932,0.256033957,0.430277675,0.842981756,-0.171512648,0.999525964,0.441267341,0.820765376,0.170683071,0.999133646,0.676522672,0.89829725,-0.158057094,0.941749394,0.678714395,0.871227145,0.201558113,0.258419484,0.900019765,0.851185083,-0.082147382,0.97912395,0.87094897,0.829258025,0.359845072,0.419236451,0.936344922,0.807207823,-0.073241867,0.975733817,0.901126206,0.824778795,0.372906327,0.566196561,0.944066346,0.912980497,-0.167457417,0.973673344,0.917889893,0.894985974,0.306865662,0.599360526
FoldPose,0.34783569,0.413135082,-0.294170439,0.985522926,0.33042407,0.400832981,-0.320264608,0.984033585,0.330286235,0.396140456,-0.320182711,0.985068083,0.330037147,0.391433388,-0.320146382,0.987638056,0.329279304,0.406682342,-0.282172769,0.983773828,0.328435034,0.406489819,-0.282346666,0.984139442,0.327548832,0.406400084,-0.282405823,0.983847737,0.336206228,0.354705304,-0.341553122,0.978023827,0.33225292,0.377305567,-0.17274487,0.974352777,0.370050311,0.399410307,-0.293641627,0.982265413,0.368113011,0.407213837,-0.24367401,0.966742694,0.419756323,0.346762598,-0.411835849,0.995251238,0.414901167,0.352064639,0.022837194,0.988273442,0.457016855,0.546492755,-0.475981176,0.92993468,0.458758682,0.544187963,0.047350556,0.067173161,0.467154264,0.745071113,-0.430887401,0.862314284,0.471528053,0.736973524,-0.03059941,0.050014403,0.464432538,0.813631177,-0.482112557,0.816836298,0.472014606,0.799128532,-0.023732783,0.051917646,0.462778091,0.816375196,-0.444129527,0.808375776,0.4728764,0.805931628,-0.075746343,0.050266363,0.466721445,0.797149777,-0.41623354,0.75981003,0.48101759,0.793722034,-0.055221252,0.055261731,0.632405818,0.290561646,-0.15108563,0.974341393,0.618471861,0.292241454,0.151311606,0.960139513,0.584615648,0.564149916,-0.103699066,0.870580792,0.576299369,0.567630887,0.153887436,0.119701706,0.551692486,0.855756581,-0.025230113,0.960093141,0.553816915,0.838712752,0.251326054,0.215304539,0.568285465,0.893554151,-0.020911761,0.936669886,0.569125712,0.880286992,0.259487003,0.219372332,0.45633477,0.899845243,-0.130898178,0.943256497,0.467276663,0.889181316,0.180140525,0.235854194
Dhanurasana,0.191290274,0.586347699,-0.060613476,0.999982655,0.203949213,0.566570699,-0.083383344,0.999979973,0.207202837,0.566424489,-0.083392307,0.999987423,0.21061857,0.566033423,-0.083656386,0.999976814,0.20310545,0.56400454,-0.043076932,0.999977589,0.205678552,0.562217534,-0.043078519,0.999985576,0.208757401,0.560103774,-0.043007053,0.999977946,0.234097809,0.568940818,-0.144655704,0.999988616,0.234701559,0.561945975,0.035323687,0.999985874,0.20428431,0.605818987,-0.081436053,0.999984205,0.202347681,0.603246927,-0.029201161,0.999982655,0.305057615,0.647399247,-0.243198231,0.999997079,0.335635096,0.614091694,0.135766998,0.999943018,0.462895721,0.551165223,-0.227146864,0.994467676,0.483694017,0.527161479,0.147873372,0.273284197,0.613779724,0.456184894,-0.221848398,0.978529692,0.614066243,0.445720255,0.119645014,0.399613827,0.640523791,0.419423193,-0.257422775,0.955641329,0.64332509,0.405357152,0.126615882,0.359452784,0.649619639,0.441427022,-0.273335427,0.943485916,0.650631964,0.418372929,0.087552823,0.350173563,0.64321059,0.462773979,-0.227351278,0.93511945,0.643286824,0.445053667,0.101033188,0.337155044,0.578068137,0.775486052,-0.16228205,0.99997741,0.5850209,0.730424583,0.162693277,0.999966979,0.828199089,0.749042094,-0.250732958,0.999190092,0.820619762,0.713645041,0.11624901,0.257739633,0.660547793,0.486511707,0.072705194,0.958846331,0.658557475,0.476427436,0.474298388,0.133231059,0.635803342,0.494983077,0.113720343,0.951430738,0.629946589,0.484994411,0.514846027,0.173024207,0.635390937,0.342191488,0.216746092,0.906976223,0.634684682,0.341652006,0.608938336,0.181797221
Dhanurasana,0.180245608,0.609567463,0.004098,0.999989033,0.191937268,0.587347567,-0.018606359,0.999987662,0.195614308,0.586676598,-0.018577974,0.999992132,0.199529439,0.585821152,-0.018834731,0.999984741,0.190958366,0.585579276,0.019531526,0.999985874,0.193745047,0.583708465,0.019529875,0.999991238,0.197033048,0.581348121,0.019590819,0.99998647,0.224884897,0.58684355,-0.08239843,0.999992847,0.224915698,0.579293311,0.091212645,0.999991953,0.197156176,0.62779367,-0.018093806,0.999991298,0.194375247,0.626671255,0.031278532,0.99998939,0.300281793,0.65587461,-0.196563527,0.999997735,0.333051324,0.623623848,0.182368964,0.999958396,0.458393484,0.556533217,-0.187691301,0.993773282,0.483313709,0.531347156,0.185068086,0.323566288,0.610311151,0.461257964,-0.189831585,0.975836515,0.614269137,0.44591099,0.152194843,0.461124152,0.638696671,0.421013743,-0.226607054,0.94936955,0.644960463,0.403281003,0.156992346,0.405016273,0.64902097,0.445156038,-0.23773399,0.936695039,0.653281569,0.417628914,0.119282052,0.396293312,0.641389906,0.468045056,-0.193468958,0.932259619,0.64626801,0.444766849,0.133457869,0.386380821,0.576331496,0.776811421,-0.167677432,0.999987304,0.587062001,0.730430603,0.168062091,0.999980271,0.830362141,0.751517475,-0.27259323,0.99944967,0.825217903,0.716567218,0.110788047,0.331806481,0.659082115,0.489265323,0.09591151,0.971776366,0.661736131,0.480274945,0.49718222,0.198163614,0.631718159,0.498160273,0.141806334,0.961018682,0.633382022,0.490251184,0.540913522,0.254454494,0.635953248,0.344382554,0.252648115,0.933514357,0.638190329,0.342405319,0.634644151,0.265472382
Tadasana,0.482450724,0.224856079,-0.088927098,0.999633968,0.488940179,0.214744821,-0.048415966,0.999554098,0.492598712,0.215205327,-0.04837323,0.999295771,0.496224701,0.215567857,-0.04842931,0.999483228,0.475958258,0.215562984,-0.05392639,0.999461412,0.470912278,0.216490775,-0.053959381,0.999261975,0.466156662,0.217415079,-0.053946536,0.999557555,0.500942826,0.226044908,0.115880288,0.999508262,0.461009264,0.227928594,0.094696932,0.999627948,0.489993513,0.24003242,-0.031559192,0.999362588,0.473342597,0.241545886,-0.038038705,0.999405265,0.530589044,0.296867967,0.13064456,0.998849273,0.433277905,0.297554076,0.080747969,0.998674273,0.541878104,0.189383581,0.035074994,0.97912848,0.419647306,0.189745992,-0.067887798,0.993155658,0.498112023,0.093832955,0.010169046,0.940689504,0.469488144,0.093719825,-0.105445325,0.971291482,0.49115023,0.068746336,-0.037278291,0.840628207,0.480558008,0.068466648,-0.165218487,0.902757108,0.488261163,0.069324531,-0.028534967,0.826650262,0.480466217,0.069351062,-0.149127513,0.891674519,0.488875926,0.080025315,0.004497096,0.824305177,0.477847993,0.079939567,-0.109970212,0.887240887,0.51050669,0.538140237,0.001998703,0.999747574,0.445949495,0.54114908,-0.001835404,0.999616325,0.504518032,0.729774535,-0.014413403,0.993051946,0.448486149,0.731197,-0.005909275,0.988143802,0.497628748,0.905887187,0.236368343,0.990094006,0.464548528,0.912878573,0.233523086,0.987993777,0.494815022,0.921848893,0.251091868,0.8853966,0.468420506,0.930436552,0.246144339,0.848843873,0.503627777,0.965319097,0.057999305,0.98080337,0.461102068,0.970193923,0.058315109,0.979110658
FoldPose,0.336100161,0.360467643,-0.322283834,0.986665189,0.319366843,0.345917284,-0.344658941,0.984977663,0.319443643,0.341100633,-0.34463048,0.986307323,0.319399625,0.33577764,-0.344659567,0.98796773,0.318276465,0.351691663,-0.308522612,0.984212697,0.317593306,0.351528704,-0.308697522,0.984374344,0.316759586,0.351296693,-0.308774173,0.982836962,0.326986134,0.304565579,-0.342286527,0.980772734,0.321831316,0.32448113,-0.181715339,0.973180115,0.358404368,0.350557417,-0.311612785,0.984056175,0.355894834,0.358454138,-0.263976246,0.968039095,0.412553012,0.313616604,-0.417602211,0.995589733,0.413960367,0.319219679,0.044924106,0.982999384,0.444098085,0.502871573,-0.472232878,0.945985615,0.461429358,0.50084573,0.089125082,0.070656553,0.455303967,0.693919539,-0.426723778,0.878574967,0.465028226,0.681207061,0.017602999,0.053423803,0.45383662,0.739717185,-0.476850837,0.836832881,0.460680872,0.731975198,0.025472945,0.054914497,0.451193869,0.75127393,-0.442081749,0.831469893,0.457540423,0.739483178,-0.024352046,0.054145962,0.452985287,0.735641778,-0.412336677,0.788813412,0.4623456,0.727883518,-0.005993732,0.058578096,0.627255201,0.285498828,-0.158314168,0.97492367,0.608980119,0.288064986,0.158534855,0.959037185,0.58663857,0.56454879,-0.122266725,0.845606983,0.575292945,0.566902936,0.168400005,0.119740248,0.553579748,0.860583723,-0.06108712,0.953382194,0.554635644,0.842772305,0.247633547,0.203410953,0.571737468,0.906603813,-0.057447005,0.934461176,0.573007226,0.893051207,0.253636301,0.216327637,0.465797186,0.906934857,-0.172990888,0.936927497,0.478024095,0.894652486,0.173933163,0.20862627
Bhadrasana,0.541663945,0.413854659,-0.41710633,0.999445915,0.55110383,0.39301163,-0.398337781,0.999814212,0.557641149,0.393088639,-0.398395419,0.999718964,0.563569605,0.393717498,-0.39851433,0.999774635,0.5300771,0.394000947,-0.39994815,0.999892294,0.522516549,0.395076483,-0.400078386,0.999854326,0.515581369,0.396443725,-0.40013355,0.99987793,0.573431671,0.405996978,-0.258394122,0.999335885,0.50503397,0.409482956,-0.265612841,0.999770224,0.554275751,0.442077011,-0.364213407,0.999922752,0.528233171,0.443546504,-0.365751147,0.999959528,0.625784755,0.557999074,-0.220320702,0.99165839,0.450630248,0.559072852,-0.238625929,0.998998404,0.623636127,0.742276371,-0.304554969,0.798069715,0.44903937,0.739279032,-0.34651041,0.880820572,0.586618125,0.86778599,-0.549013436,0.672673166,0.490376055,0.857320011,-0.613122284,0.811515868,0.5690642,0.907778323,-0.612576485,0.698656201,0.498345792,0.89650631,-0.67413038,0.82306236,0.556630433,0.884909928,-0.640575528,0.722812235,0.509451032,0.879531324,-0.701376379,0.830458343,0.55894506,0.87032038,-0.564476669,0.717416108,0.509589732,0.865589082,-0.626733184,0.828311622,0.59212774,0.820845664,0.006900313,0.998325825,0.487531185,0.828725755,-0.007436768,0.99876368,0.767899334,0.754577219,-0.15864417,0.964130402,0.304987758,0.743543744,-0.142082542,0.943840265,0.588925958,0.885936379,-0.126563177,0.843270957,0.489301443,0.889656305,-0.098532915,0.829338551,0.56703198,0.890408814,-0.115599528,0.68776238,0.510453403,0.893284202,-0.085863531,0.724063993,0.54732585,0.887879789,-0.207747817,0.759134471,0.516685963,0.889955819,-0.182534218,0.790778279
Vajrasana,0.519163728,0.335918903,-0.048301682,0.999888301,0.529267907,0.310371518,-0.077160269,0.999857426,0.532896221,0.309018999,-0.077151321,0.999898612,0.536713898,0.307944089,-0.077065095,0.999856949,0.525662065,0.311432749,-0.028351516,0.999709725,0.526896298,0.310612798,-0.028328162,0.999800444,0.528401077,0.309832126,-0.028418422,0.999855459,0.565686822,0.316203922,-0.156421274,0.999806941,0.554203093,0.315501809,0.056573011,0.999852479,0.534386098,0.361446947,-0.077178404,0.999741673,0.530330479,0.361552835,-0.014848091,0.999421895,0.612455368,0.454022139,-0.313049346,0.99989295,0.582539439,0.461450726,0.196826428,0.999190807,0.510632634,0.664663315,-0.342816442,0.992290854,0.525638461,0.662054658,0.183461189,0.079502881,0.40686217,0.817755878,-0.229144022,0.96145457,0.429838806,0.800608933,0.044055764,0.08127635,0.387440264,0.86103034,-0.279313862,0.950874627,0.403880745,0.839783549,0.038723104,0.087297216,0.381398946,0.863969505,-0.256711155,0.946857631,0.40201503,0.844466388,-0.01838973,0.086359091,0.387546927,0.853811443,-0.218706489,0.918816805,0.410968482,0.834669888,0.013837974,0.091633357,0.638941228,0.82319963,-0.144577727,0.999928296,0.5938977,0.799187243,0.144615501,0.999811113,0.407374948,0.902543843,-0.189275712,0.995847642,0.40528211,0.853737414,0.27647534,0.256712168,0.634926379,0.922193766,0.046004049,0.970263779,0.613445878,0.894347072,0.358007729,0.090016797,0.647884071,0.892124951,0.06756679,0.89160955,0.635786116,0.868174136,0.353503406,0.114609435,0.710025191,0.92674315,0.166673154,0.97283572,0.692286134,0.91147387,0.418816984,0.190986454
Vajrasana,0.53430742,0.333593696,-0.109686956,0.99990046,0.547324359,0.310741365,-0.139745623,0.99987638,0.551132321,0.309886754,-0.139692932,0.999912798,0.555080533,0.309117794,-0.139603034,0.999876738,0.543839872,0.311163604,-0.090271734,0.999752223,0.545294225,0.31046778,-0.090254717,0.999828398,0.546954453,0.309665084,-0.09032578,0.999870002,0.58325994,0.320894212,-0.219097883,0.999848306,0.573806524,0.319324315,-0.002620474,0.999874175,0.548706353,0.360159665,-0.138374835,0.999786079,0.544386506,0.360666305,-0.075201064,0.999544263,0.628606021,0.467818588,-0.370826066,0.99989295,0.59980619,0.472341508,0.146562859,0.999124348,0.521280766,0.667563081,-0.390515149,0.994545341,0.541039705,0.662339568,0.130564064,0.096263707,0.407126516,0.817077696,-0.265395164,0.973695755,0.436452955,0.791340768,-0.007586556,0.083492577,0.386920929,0.860277176,-0.319150418,0.963983893,0.410572112,0.829749286,-0.013454924,0.088680528,0.381665409,0.861874282,-0.298262447,0.960670769,0.409445435,0.83450675,-0.07031022,0.087373063,0.387279361,0.851566195,-0.255587667,0.938108563,0.420368493,0.825404465,-0.0372122,0.091964096,0.641209126,0.836268008,-0.149521381,0.999942362,0.600946963,0.804889977,0.149553195,0.999856472,0.406743228,0.902933776,-0.193666786,0.99696213,0.406137377,0.852032304,0.295336574,0.283534855,0.62902534,0.92424953,0.055414207,0.965876102,0.613140583,0.890967488,0.374914229,0.087634847,0.642109156,0.893024087,0.079236031,0.874418855,0.633293867,0.867406309,0.370382607,0.097820923,0.708779335,0.928198636,0.188563764,0.968200088,0.692597508,0.91337055,0.441782475,0.172800496
Bhujangasan,0.196641132,0.424704462,-0.121713802,0.999893904,0.202036336,0.396128535,-0.132262737,0.999889016,0.205671117,0.394058138,-0.132338896,0.999874592,0.209629178,0.391575217,-0.132423699,0.999893725,0.196506321,0.398475707,-0.093915023,0.999862492,0.196358025,0.398056656,-0.094028048,0.999847949,0.195966721,0.397443026,-0.094076023,0.999901354,0.237133935,0.387350976,-0.146584183,0.999801099,0.219995543,0.393826306,0.042266883,0.99987042,0.213257477,0.44578144,-0.121456191,0.999841988,0.207211018,0.448242098,-0.070436195,0.999884486,0.272291511,0.501763761,-0.286634803,0.999934018,0.29769814,0.500491381,0.223877519,0.999931157,0.278490603,0.722076952,-0.366178513,0.990360737,0.317853898,0.70953542,0.234070152,0.107766375,0.231840491,0.939486206,-0.343319833,0.979021788,0.280388623,0.88936466,0.129368812,0.279851973,0.192115083,0.948278725,-0.392344832,0.961247504,0.256332874,0.891584158,0.111137092,0.290001661,0.184506446,0.937954545,-0.359545887,0.958618939,0.250126511,0.896062016,0.067226812,0.279108495,0.199422121,0.936481774,-0.329895169,0.934855342,0.260116756,0.900478184,0.103718236,0.260479808,0.431371599,0.842460752,-0.175944597,0.999565363,0.442363113,0.812900186,0.175236568,0.999294698,0.67698741,0.896936297,-0.143102735,0.950667799,0.676954985,0.869529486,0.212577194,0.31534484,0.889794648,0.851783931,-0.053939652,0.984568536,0.865533531,0.828653932,0.368699819,0.505330563,0.930363774,0.80798161,-0.043761428,0.983036637,0.892344952,0.814570069,0.382640898,0.68075186,0.928179145,0.905834317,-0.138404831,0.980935454,0.905452073,0.892295778,0.320976794,0.697645724
Tadasana,0.48727116,0.249666408,-0.205567196,0.999574721,0.493597686,0.234647021,-0.169693351,0.999479651,0.497166574,0.234154001,-0.169662267,0.999206424,0.500761628,0.233873174,-0.169726253,0.9993788,0.479684412,0.236749366,-0.172110423,0.999360621,0.474203199,0.237247899,-0.172141358,0.999098837,0.469569504,0.237514526,-0.172134683,0.999403059,0.506073594,0.241863042,-0.007380377,0.999420106,0.464448512,0.244890526,-0.01383163,0.999496102,0.494731992,0.265076429,-0.146997765,0.999160409,0.478286266,0.264847606,-0.149465159,0.99915427,0.535903037,0.309177905,0.022031736,0.998559177,0.439810604,0.31075868,0.000983505,0.998324394,0.548613012,0.204625472,-0.072081037,0.984305143,0.420365036,0.205748573,-0.127641022,0.994008183,0.505926609,0.106556773,-0.110162511,0.960127354,0.470595777,0.106554247,-0.169734091,0.978758693,0.498137534,0.080753416,-0.155466646,0.884622633,0.484001935,0.080518141,-0.225631148,0.926799059,0.495542675,0.081548221,-0.149430349,0.873017967,0.484230816,0.081052773,-0.210894912,0.917452693,0.496209204,0.091615252,-0.115871176,0.868777394,0.48163414,0.091077238,-0.173694938,0.913103342,0.513165534,0.550124168,-0.00633153,0.999651432,0.449576616,0.5513466,0.006451256,0.999518991,0.504737496,0.741735637,-0.000317222,0.989400089,0.452464819,0.741434216,0.024402119,0.986401558,0.497047812,0.915048659,0.23639974,0.985286355,0.46583423,0.918904006,0.250511587,0.984354258,0.493750185,0.93287003,0.250638276,0.873545527,0.470208168,0.938138783,0.262561888,0.838600814,0.502187192,0.967983961,0.069019288,0.973691404,0.459553182,0.971584618,0.084098451,0.972604811
Bhadrasana,0.538651347,0.410829961,-0.411565632,0.999342024,0.547984004,0.390563011,-0.392085195,0.999787807,0.55453378,0.390533119,-0.392165482,0.999685228,0.560571611,0.391064078,-0.392299861,0.999752402,0.527013779,0.392259657,-0.392635137,0.999873757,0.519444168,0.393632889,-0.392755896,0.999827564,0.512599409,0.395246834,-0.39283064,0.99985224,0.570620716,0.40315333,-0.254603386,0.999323428,0.502212882,0.408328176,-0.254767299,0.999718726,0.551793635,0.438799948,-0.360010445,0.999913871,0.525730312,0.441178739,-0.360032439,0.999950707,0.624732137,0.556556582,-0.218673736,0.991730392,0.45027703,0.556685328,-0.226708263,0.99874121,0.625707269,0.74174726,-0.28957206,0.819307446,0.450980663,0.736163199,-0.315155298,0.845851064,0.590277851,0.86944598,-0.505186915,0.682995439,0.48226428,0.85872978,-0.565932155,0.753159463,0.570500076,0.908291221,-0.56335479,0.705086887,0.490902334,0.896998465,-0.622395217,0.77536267,0.558003545,0.884225607,-0.592410326,0.729425371,0.502661586,0.879376471,-0.652737081,0.785039008,0.560740113,0.869790971,-0.520269036,0.723706543,0.502364755,0.865009725,-0.580962479,0.783921599,0.591739178,0.818411648,0.006031016,0.998343647,0.486042202,0.824656785,-0.00655728,0.998675585,0.7663306,0.748854697,-0.172338486,0.965574265,0.306321323,0.734189689,-0.138208434,0.946079373,0.588487566,0.884804666,-0.145300031,0.83622396,0.487099975,0.885978281,-0.108584166,0.818377554,0.566656172,0.890987277,-0.13392809,0.677715778,0.507284164,0.892248809,-0.097484872,0.711261809,0.547289371,0.88526541,-0.226723,0.747674465,0.511516035,0.889410675,-0.194514379,0.777503669
Vajrasana,0.522149146,0.33409968,-0.065978684,0.999886394,0.533005178,0.309134483,-0.093067005,0.99985075,0.537147403,0.308086008,-0.09306448,0.999892831,0.541553319,0.307225674,-0.09298104,0.99985218,0.528163075,0.31006816,-0.046471067,0.999708235,0.528896153,0.309415549,-0.046450142,0.99979651,0.529926896,0.308858246,-0.046537615,0.999852359,0.571271956,0.316839099,-0.157360286,0.999797881,0.555475831,0.316064417,0.040405925,0.999847174,0.536776423,0.361373514,-0.091541022,0.99974966,0.531894743,0.361160189,-0.031705387,0.999443114,0.614171147,0.458222657,-0.305255026,0.999887109,0.582163215,0.465783268,0.178924814,0.999167025,0.513166428,0.665438235,-0.341462821,0.992265999,0.52693975,0.662724495,0.164878413,0.080941088,0.408503383,0.816655397,-0.241003126,0.962475121,0.429878056,0.803913116,0.030665323,0.080686994,0.389310658,0.859527171,-0.292373598,0.952200353,0.40445137,0.845582604,0.023240972,0.087249935,0.383692205,0.862787485,-0.270561159,0.948162794,0.403002083,0.850532353,-0.032621525,0.086082526,0.389336348,0.853099525,-0.231166646,0.92062366,0.412013054,0.839692891,0.001261101,0.09194991,0.641704917,0.825883865,-0.13928096,0.999922276,0.593713462,0.801835835,0.13932997,0.99979198,0.408208221,0.9015854,-0.18413797,0.996152878,0.406463683,0.851317406,0.27123791,0.278884232,0.635085702,0.922881067,0.041785382,0.969461918,0.614207566,0.895897985,0.33575204,0.095132858,0.648186028,0.893415034,0.062818773,0.891459107,0.636439025,0.870967567,0.330239654,0.117935158,0.708728313,0.926679671,0.162537172,0.971402705,0.692108393,0.911940396,0.393099636,0.196552604
Vajrasana,0.52687037,0.333560824,-0.136305556,0.999881327,0.537757337,0.308944285,-0.154186666,0.999839842,0.54259944,0.307980627,-0.154172823,0.999884427,0.547924757,0.307184696,-0.154101729,0.999839723,0.531123281,0.309682697,-0.113277212,0.999698758,0.531106174,0.309085995,-0.11326661,0.999784887,0.531425118,0.308589101,-0.11334382,0.999838948,0.579216301,0.317569345,-0.17788361,0.999784052,0.55664289,0.316794991,0.000558765,0.999829531,0.541320443,0.362976372,-0.14443104,0.999726415,0.534264386,0.361789793,-0.092134364,0.999388754,0.614979386,0.460533172,-0.315551192,0.999871433,0.583297431,0.466535121,0.154665321,0.999109507,0.513738036,0.665943503,-0.353624851,0.992154896,0.527853787,0.662059009,0.13178812,0.082024142,0.40875721,0.816417813,-0.251085937,0.961954892,0.43203634,0.802511275,-0.002093712,0.078794822,0.389721274,0.85886687,-0.301542819,0.951218069,0.404949248,0.842770994,-0.011682332,0.085392766,0.384237975,0.861748576,-0.279854029,0.947300613,0.404290855,0.847315371,-0.063771725,0.084046423,0.389637321,0.852317989,-0.241336137,0.919766545,0.415133655,0.837668717,-0.030081755,0.089887179,0.641828537,0.825899422,-0.136958838,0.999909759,0.594460011,0.801333129,0.136955619,0.999763787,0.40770483,0.901346445,-0.181430891,0.995899022,0.406222522,0.850817978,0.267913282,0.281695545,0.63498956,0.922710538,0.040650658,0.967091978,0.61326617,0.895573258,0.333396852,0.091869585,0.648016155,0.893832266,0.061495356,0.886409521,0.633862615,0.870173097,0.327975422,0.113134287,0.709219098,0.926690102,0.165986657,0.969116926,0.691764951,0.911716521,0.398757815,0.18848744
