class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Bhadrasana,0.543616533,0.404594123,-0.418911368,0.999125004,0.554144204,0.383633047,-0.398468733,0.99971056,0.560336947,0.383972019,-0.398544729,0.99957335,0.566378176,0.38481611,-0.398666501,0.999660611,0.531916499,0.385208309,-0.399722874,0.999830961,0.523638129,0.386729538,-0.399831355,0.99977535,0.516299546,0.388565063,-0.399906456,0.99981451,0.57628262,0.39882046,-0.256105095,0.999002695,0.507645726,0.402224243,-0.259230733,0.999660313,0.557310343,0.433068693,-0.365200222,0.99987191,0.528996587,0.435770452,-0.365966886,0.999932706,0.627691865,0.554734349,-0.220853001,0.986764312,0.452640235,0.554397225,-0.240458131,0.99861151,0.624666572,0.745606184,-0.319672287,0.755324662,0.452509105,0.738980234,-0.358759642,0.876438737,0.583659053,0.85726589,-0.57799387,0.623328209,0.498189777,0.855061769,-0.628852546,0.797677875,0.567416131,0.896063447,-0.643575966,0.666658401,0.510234296,0.891199172,-0.69100523,0.808676362,0.555315197,0.873210251,-0.670928121,0.693653941,0.52105248,0.870887876,-0.715733647,0.817334592,0.558107913,0.858555138,-0.593791366,0.690384626,0.519069314,0.857423961,-0.641649961,0.815428495,0.592765331,0.82149595,0.00677943,0.99807626,0.487173617,0.829998434,-0.007277165,0.998648822,0.771758676,0.761142075,-0.165366352,0.967902243,0.304102033,0.742483258,-0.151507065,0.951741993,0.585112095,0.885407805,-0.126083896,0.829316735,0.492332757,0.888621747,-0.104834199,0.826826096,0.564192295,0.886796832,-0.113799237,0.664444447,0.510317743,0.892372072,-0.090974465,0.711674273,0.54610908,0.884326816,-0.205113739,0.740029633,0.519409835,0.888072252,-0.187977701,0.788933694
Dhanurasana,0.190184802,0.588908553,-0.022686463,0.99998641,0.20244202,0.5682531,-0.044729412,0.999984205,0.205883577,0.567810833,-0.044709258,0.999990106,0.209506303,0.567112029,-0.044936102,0.999981463,0.201498225,0.565882564,-0.008330736,0.999982417,0.204193801,0.563925385,-0.008328696,0.999988735,0.207432628,0.561581194,-0.008255439,0.999982655,0.233724922,0.568626046,-0.103796676,0.999990821,0.234570816,0.561916053,0.061333895,0.999989033,0.204191133,0.607414484,-0.042384259,0.999987543,0.202342108,0.605325282,0.004846487,0.999985933,0.304831803,0.646171808,-0.196301222,0.999997497,0.336327583,0.61257571,0.151348382,0.999950767,0.46075359,0.54852891,-0.187878519,0.994350135,0.484556764,0.524896324,0.156245932,0.29632476,0.613844991,0.455241024,-0.19355318,0.978664696,0.616179824,0.443077475,0.124748692,0.429520994,0.640121162,0.416894615,-0.227459148,0.95549947,0.644609749,0.403454363,0.128843173,0.383394688,0.649275124,0.439585537,-0.23887153,0.943875909,0.652370512,0.416925251,0.090723328,0.37415719,0.64273721,0.461649895,-0.197104245,0.936937451,0.645758748,0.441335559,0.106317557,0.362495631,0.577060163,0.774239898,-0.161645174,0.999982238,0.587421179,0.72824651,0.161999971,0.999972999,0.828350723,0.750921428,-0.264993459,0.999267042,0.823046803,0.71762836,0.099985391,0.270594478,0.662380219,0.48951441,0.079838522,0.962921381,0.66202271,0.478995174,0.469418764,0.150908232,0.635392308,0.49617973,0.123166874,0.954970777,0.633437693,0.486213416,0.511439681,0.199696094,0.635519862,0.346899539,0.232422978,0.916714072,0.636126637,0.346129149,0.60367322,0.209079877
FoldPose,0.345996857,0.410350114,-0.294777572,0.984226704,0.328843117,0.397192478,-0.317614734,0.982787848,0.32884866,0.392209679,-0.317521751,0.983916938,0.328736722,0.387039006,-0.317469835,0.986767173,0.327678502,0.403233111,-0.281895339,0.98244971,0.326856941,0.403274328,-0.282095075,0.982824564,0.325982332,0.403395683,-0.282171875,0.982451141,0.335791886,0.350682139,-0.343070656,0.976631999,0.331323683,0.375380963,-0.167200327,0.971840918,0.368457943,0.396868527,-0.292183965,0.980678439,0.366697103,0.405351907,-0.241959244,0.963304996,0.420239508,0.340566814,-0.419824839,0.995037198,0.41468066,0.3499071,0.02269122,0.987291038,0.455657303,0.538426757,-0.491740793,0.929624498,0.458007723,0.540977716,0.047426503,0.063769095,0.464551508,0.740640402,-0.450985998,0.862166941,0.470024019,0.735388219,-0.024257833,0.047630154,0.462689728,0.80950743,-0.50233531,0.817408085,0.470284641,0.802229762,-0.017618526,0.050064031,0.461148441,0.816244364,-0.464014292,0.809027851,0.474115372,0.805808306,-0.067219883,0.048455868,0.464303106,0.794783473,-0.436145455,0.759381771,0.483562887,0.790618837,-0.047774669,0.052951247,0.632167101,0.289891988,-0.152244404,0.976151288,0.615005434,0.291732967,0.152449027,0.962340653,0.584191442,0.563392103,-0.109164558,0.868200064,0.575041592,0.566170514,0.154575318,0.12344683,0.553149462,0.856589556,-0.036382146,0.960158587,0.555048943,0.838339627,0.236431986,0.219046995,0.570135415,0.897593617,-0.032242022,0.936823905,0.571382165,0.882212043,0.243833974,0.222124293,0.457354128,0.895699561,-0.139519826,0.943782151,0.469080776,0.887900412,0.168033481,0.238516673
Vajrasana,0.519250274,0.336595982,-0.044908766,0.999880612,0.529323936,0.311074644,-0.073193274,0.999847531,0.532976329,0.309633344,-0.073189303,0.999891341,0.536820292,0.308461577,-0.073103413,0.99984771,0.525705457,0.312175483,-0.025430525,0.999691069,0.526925147,0.311392337,-0.025405426,0.99978739,0.52841115,0.31059894,-0.025498521,0.999846756,0.565815985,0.316556007,-0.151188299,0.999792874,0.55427736,0.31589523,0.057688244,0.999843001,0.534670115,0.362043023,-0.073250398,0.999725819,0.530572116,0.362214446,-0.012185805,0.999387503,0.612728357,0.455061615,-0.306473821,0.999887526,0.583302259,0.461854547,0.194158524,0.999158144,0.51123333,0.665078402,-0.337394416,0.992082298,0.527107775,0.662107587,0.180310801,0.078692652,0.407722384,0.817185342,-0.22788389,0.959467292,0.433046579,0.801217854,0.04484091,0.079122148,0.388008654,0.860435605,-0.277273715,0.948619723,0.405943096,0.839441836,0.039087255,0.085342467,0.382204115,0.863836646,-0.255773067,0.94442445,0.404032886,0.844629109,-0.016306628,0.084447019,0.388482273,0.853820562,-0.217978597,0.915564001,0.415322244,0.835365713,0.015459612,0.089638762,0.638696015,0.824880838,-0.143060371,0.999924898,0.593172312,0.799992383,0.143104777,0.999800146,0.407216549,0.903336942,-0.186181158,0.995894909,0.4048388,0.853249133,0.273327023,0.262023509,0.63380456,0.921739578,0.048286073,0.970093489,0.61296159,0.893734574,0.353779018,0.091121629,0.647089541,0.891655803,0.069969207,0.891759157,0.635139167,0.868127525,0.349043548,0.115964457,0.709732115,0.926360667,0.169537038,0.972571194,0.691994548,0.910910189,0.415117204,0.192565575
Vajrasana,0.533165216,0.333665252,-0.104227901,0.999900579,0.545881152,0.310800672,-0.133461654,0.999875546,0.549865127,0.309936523,-0.133423969,0.999912322,0.553986788,0.309159964,-0.133345589,0.99987632,0.542501807,0.311242551,-0.085256778,0.999750912,0.543987155,0.310569167,-0.085236825,0.999827683,0.545706391,0.309794337,-0.085311636,0.999869287,0.58236599,0.320898533,-0.210444838,0.999846578,0.572292387,0.319375068,-0.00110606,0.999873877,0.547057986,0.360444129,-0.132329255,0.999787509,0.543043613,0.361032784,-0.070866987,0.999545038,0.627195537,0.467876077,-0.356374353,0.999893546,0.598337293,0.472355217,0.1450468,0.9991166,0.520998478,0.667539895,-0.373014033,0.994517684,0.537318707,0.6625368,0.1328291,0.097389981,0.40631637,0.81729418,-0.259634048,0.974081933,0.435624778,0.791302145,0.004653707,0.084828965,0.38640362,0.860548913,-0.312921226,0.964532793,0.408663422,0.830213666,0.000208744,0.089959323,0.381058335,0.862134159,-0.291775525,0.961255729,0.407542557,0.83461678,-0.056180406,0.088611133,0.386663139,0.851831973,-0.249810621,0.939008832,0.418480396,0.825430512,-0.024447093,0.093372695,0.641383827,0.83624655,-0.144676581,0.999941885,0.601070046,0.80470258,0.144720688,0.999854326,0.406961739,0.902937829,-0.193227589,0.996994138,0.40628773,0.85204947,0.283314526,0.283952534,0.629624963,0.923876762,0.053546093,0.965858519,0.61351645,0.890496314,0.356709659,0.087279938,0.642351151,0.892521918,0.077081218,0.874485016,0.633565724,0.867212713,0.352280021,0.097423576,0.709278941,0.927688241,0.187392935,0.968020976,0.693212986,0.913018465,0.423528284,0.172525659
Bhujangasan,0.192541301,0.383061796,-0.236692786,0.999916732,0.204927847,0.358471662,-0.231170967,0.999907136,0.210068792,0.35722515,-0.231280595,0.999886513,0.215034127,0.356405288,-0.23141858,0.99989754,0.196489483,0.360542744,-0.189906478,0.999906898,0.195734799,0.360506177,-0.189977497,0.999890864,0.195033252,0.360369146,-0.189939111,0.999923527,0.241744727,0.36741969,-0.194425851,0.999798656,0.22100623,0.36825341,-0.005421111,0.999879658,0.205593988,0.416748583,-0.222373366,0.99983561,0.198403656,0.41404283,-0.169650167,0.999885738,0.278075188,0.496311516,-0.332472116,0.99984014,0.297111034,0.489771187,0.192196146,0.999869764,0.278783262,0.725434005,-0.415816158,0.987387478,0.314689338,0.702320874,0.202930048,0.100414507,0.234119132,0.943055153,-0.41099596,0.971834958,0.271193177,0.886337996,0.098737761,0.277977496,0.1896341,0.952513516,-0.470028788,0.948620498,0.24406226,0.888181031,0.083307549,0.297255188,0.18241407,0.939828992,-0.433718741,0.947050691,0.236995727,0.892952204,0.035530053,0.288592726,0.199596912,0.937836289,-0.39784795,0.922006965,0.248475641,0.898050308,0.072300687,0.264600605,0.43926841,0.834507346,-0.172046944,0.999433398,0.449209213,0.800151825,0.171320319,0.999095559,0.673757255,0.897292495,-0.148543224,0.921226859,0.675622761,0.864821434,0.225771546,0.263046592,0.888654351,0.851317346,-0.011668287,0.975487769,0.866840541,0.825534165,0.421166718,0.450101763,0.927555442,0.818696439,0.001733351,0.975329816,0.904327214,0.804370165,0.43821153,0.652435899,0.938879013,0.920365214,-0.102544464,0.972505867,0.910709739,0.893684745,0.369700134,0.639787436
Bhadrasana,0.538977563,0.424630553,-0.402683645,0.999303699,0.549414515,0.401854426,-0.383440435,0.999765098,0.555399776,0.401871026,-0.383518547,0.99965775,0.561586201,0.402087271,-0.38362959,0.999731302,0.527775168,0.403246939,-0.385822594,0.999856591,0.519903719,0.403971672,-0.385922432,0.999806762,0.512712181,0.405215532,-0.385991573,0.999832451,0.571241796,0.415827543,-0.243911356,0.999212921,0.503462076,0.41831702,-0.253535777,0.999682128,0.551295161,0.451799184,-0.349508047,0.99989742,0.525251329,0.454188466,-0.35215798,0.99994266,0.619201183,0.561054766,-0.209672898,0.992653489,0.450200856,0.558806419,-0.225590587,0.99874121,0.619102359,0.742550731,-0.295194626,0.809782684,0.459319741,0.737757802,-0.331650317,0.857968986,0.583030522,0.865011454,-0.534508586,0.707109451,0.496216238,0.857084095,-0.585956693,0.780826151,0.567668796,0.90347755,-0.596214533,0.725735426,0.507026374,0.894035399,-0.644804358,0.798208714,0.556352675,0.881147385,-0.624278605,0.747629881,0.518218577,0.876897752,-0.670408368,0.805992424,0.558591008,0.866186738,-0.549539924,0.740574896,0.516892135,0.863256216,-0.598704219,0.802570224,0.58865273,0.819163322,0.006157656,0.998268247,0.485672325,0.824915528,-0.006653158,0.998662472,0.771526933,0.770594835,-0.153329805,0.963738561,0.306015134,0.740239263,-0.144345194,0.944147706,0.585839868,0.884555459,-0.111880936,0.82243222,0.488847315,0.884525001,-0.093950823,0.815658033,0.564781547,0.886928678,-0.099771619,0.661339521,0.508186698,0.890001178,-0.080279671,0.70284462,0.548720717,0.8845945,-0.18350406,0.726632595,0.517685354,0.889350593,-0.175014928,0.773257732
FoldPose,0.339405209,0.400014669,-0.212028697,0.991698682,0.322014868,0.387472957,-0.251179665,0.990087688,0.321719646,0.383870304,-0.2510975,0.991223156,0.321342885,0.379983455,-0.251077592,0.991664052,0.321271688,0.390203357,-0.198068187,0.987762332,0.320497602,0.388787657,-0.198200777,0.989574194,0.319645435,0.387267381,-0.198246479,0.989687026,0.326857984,0.346900195,-0.307370573,0.98396349,0.323408306,0.357613385,-0.10684742,0.982396781,0.360049546,0.388552189,-0.240136057,0.985068262,0.358793557,0.393065929,-0.169304192,0.971195757,0.408965677,0.340320498,-0.397512287,0.993224263,0.409957319,0.341494888,0.063957378,0.987166166,0.440663189,0.531558514,-0.465609729,0.940452099,0.442971408,0.527003765,0.095631935,0.112488873,0.447280943,0.712297261,-0.396648794,0.888970733,0.446748585,0.714135826,0.011363904,0.090307355,0.446652472,0.769504488,-0.445125282,0.852086425,0.442969322,0.759571135,0.023246886,0.083725028,0.444612741,0.779176354,-0.408340871,0.844397485,0.442387521,0.770901263,-0.032544225,0.084364079,0.446497828,0.765435576,-0.381959736,0.804814577,0.446938515,0.760189176,-0.015073227,0.091501519,0.622895539,0.284089088,-0.149993628,0.976511776,0.603116393,0.288098246,0.150492251,0.969819188,0.600707471,0.570111454,-0.103437282,0.850972414,0.586687207,0.572762251,0.149972171,0.15849039,0.553243041,0.860946596,-0.032602925,0.958926857,0.554382384,0.839965641,0.238591164,0.285959899,0.566245079,0.895947814,-0.027915632,0.935998917,0.567523718,0.881845653,0.245527551,0.287526309,0.461865187,0.898898721,-0.143229634,0.950388253,0.461774349,0.885867834,0.156083003,0.287715316
Anjaneyasana,0.422806829,0.336376071,-0.077585787,0.998192191,0.432052284,0.318621755,-0.109352313,0.999151528,0.434864432,0.318472087,-0.109257661,0.998891175,0.437434584,0.318089783,-0.109189749,0.999129713,0.429828346,0.319246829,-0.051433802,0.999167264,0.431144714,0.319719195,-0.051252268,0.998562574,0.432378918,0.31980589,-0.051209778,0.998520255,0.456379652,0.325044066,-0.200547412,0.99897927,0.449468553,0.325245589,0.070716605,0.997168303,0.43454662,0.352827072,-0.109478757,0.995281398,0.432250887,0.354212403,-0.031338096,0.994511724,0.492299467,0.405942529,-0.344180316,0.997600853,0.480393261,0.419368356,0.209923178,0.993365109,0.482695907,0.273006052,-0.552840173,0.992133498,0.481035233,0.303801715,0.275593311,0.031150287,0.507192075,0.151462331,-0.583708107,0.969960093,0.499134779,0.19764775,0.140736803,0.096570559,0.520529866,0.117652744,-0.642503679,0.950660408,0.510996222,0.16468294,0.122931942,0.141283959,0.524935663,0.115804531,-0.62470448,0.941910625,0.514120638,0.157858118,0.100694299,0.138956845,0.521416843,0.127513722,-0.579932153,0.92724365,0.511010587,0.168168753,0.121011578,0.155215219,0.537299633,0.723292947,-0.185142487,0.99977684,0.497147411,0.708086371,0.184656665,0.999683797,0.663349748,0.910765469,-0.354244798,0.999267161,0.341619432,0.658041656,0.357623309,0.953385651,0.850170791,0.853747189,-0.239235312,0.989468396,0.368155837,0.880889654,0.401516616,0.946554244,0.877729893,0.818964541,-0.224892303,0.975815654,0.391845107,0.91866231,0.400356472,0.960943878,0.881254494,0.940205932,-0.275784433,0.975801289,0.304225057,0.929143131,0.403405339,0.915338457
Dhanurasana,0.184641272,0.602451563,-0.084416531,0.999979436,0.194606975,0.57877475,-0.10676302,0.999978304,0.198236376,0.577840626,-0.106774673,0.999986053,0.201987788,0.576734126,-0.107092991,0.99997586,0.193792045,0.576928914,-0.063678734,0.999976754,0.196690544,0.574738204,-0.063695602,0.999984205,0.199945554,0.572155893,-0.063681632,0.999976099,0.228301972,0.575832188,-0.173565835,0.999987841,0.228061706,0.56907028,0.021271277,0.999983072,0.201197624,0.619800568,-0.110242203,0.999983728,0.198960856,0.618721187,-0.053460676,0.999980152,0.307360113,0.639094532,-0.282902926,0.999996066,0.333182991,0.614797533,0.117865883,0.99992609,0.466683477,0.535749197,-0.273861021,0.99717623,0.48646751,0.51972419,0.131227612,0.332164466,0.614191115,0.439797282,-0.287644863,0.990206718,0.620200515,0.432290614,0.110456124,0.445540547,0.640867829,0.402448833,-0.325971454,0.976018846,0.648549378,0.394814849,0.115411833,0.379535049,0.650448918,0.426150322,-0.346284658,0.966374755,0.654901385,0.405546606,0.082081415,0.372086912,0.64204824,0.450041682,-0.294807613,0.960027337,0.641777933,0.430802286,0.092774227,0.356184453,0.58437407,0.771423161,-0.171110362,0.999960601,0.589463592,0.734916389,0.171473429,0.999953985,0.831030369,0.726724505,-0.253003776,0.999517977,0.816695213,0.712295473,0.144504845,0.295586705,0.659363925,0.469807953,0.062629148,0.975986123,0.65605104,0.466299415,0.448934406,0.16443041,0.632298112,0.479869664,0.101688921,0.968012571,0.628179073,0.476881891,0.481696129,0.17824249,0.633802414,0.327672839,0.19983089,0.937214255,0.638047457,0.331886023,0.553293109,0.198658064
FoldPose,0.33717826,0.434383482,-0.26393041,0.988541365,0.319561183,0.422376841,-0.296289802,0.986906052,0.319262207,0.418277383,-0.296205938,0.988314271,0.319011062,0.414015621,-0.296173275,0.989427626,0.318792284,0.426148921,-0.252734035,0.984114408,0.317977875,0.425100356,-0.252881259,0.986505508,0.317062736,0.424043149,-0.252920777,0.986936033,0.326043874,0.378234059,-0.355979979,0.979845703,0.322342157,0.389806181,-0.160911098,0.978611171,0.358185023,0.42113027,-0.277998418,0.982714176,0.356345594,0.426273733,-0.22084637,0.967871189,0.406022638,0.364975452,-0.433564186,0.994034529,0.402348131,0.367794961,0.00734972,0.989132583,0.440979064,0.553343177,-0.500307202,0.94346714,0.437942117,0.550789714,0.041902881,0.118384421,0.450752199,0.751512468,-0.447012246,0.901582539,0.447361082,0.741068125,-0.033864152,0.102636456,0.449545562,0.807189703,-0.500776291,0.866100848,0.445781142,0.791053891,-0.026668698,0.096731357,0.446838915,0.814049959,-0.464459747,0.857789755,0.444399685,0.802755892,-0.080986477,0.097129993,0.448711246,0.79736805,-0.433500677,0.818815053,0.447677046,0.788536012,-0.059190631,0.106530786,0.620820999,0.288442582,-0.142919376,0.979835212,0.595435441,0.295936406,0.143327579,0.973515093,0.58536756,0.557346046,-0.104741022,0.869765222,0.565350235,0.560136795,0.141535655,0.14162378,0.555391967,0.860689163,-0.039027613,0.959789991,0.555017233,0.841541648,0.21573016,0.257825017,0.571039498,0.895685375,-0.036377341,0.937431395,0.570958734,0.88173008,0.220938802,0.270695508,0.463132769,0.901263893,-0.161453202,0.949430823,0.465226352,0.893763244,0.130847186,0.27322346
Anjaneyasana,0.422232777,0.336333662,-0.07115601,0.998199046,0.431670576,0.318622202,-0.102452099,0.999157369,0.434492052,0.31847772,-0.102360345,0.998897254,0.437084913,0.318097234,-0.102293111,0.999134243,0.429592997,0.319226593,-0.045290209,0.999173999,0.430989891,0.319692492,-0.045122925,0.998574257,0.432291687,0.319768876,-0.045092262,0.998532355,0.456133068,0.325048834,-0.191514105,0.998981714,0.449457169,0.325246274,0.076180793,0.99718684,0.434116036,0.352821141,-0.10213349,0.995284081,0.431850672,0.354193151,-0.025055161,0.994504929,0.49150759,0.406003416,-0.334581584,0.997534096,0.480665445,0.4192487,0.215244621,0.993194163,0.482032955,0.273026347,-0.543665588,0.992051721,0.48085022,0.307707191,0.283225298,0.031191947,0.504559994,0.151530519,-0.568572998,0.970277846,0.496628523,0.198346183,0.145477593,0.097801358,0.51819998,0.117655091,-0.624637306,0.951088607,0.508482218,0.165212288,0.128007397,0.143058434,0.522452593,0.115902111,-0.607637405,0.94238472,0.511565089,0.158919677,0.105262421,0.140672415,0.518782139,0.127752632,-0.564778149,0.928000152,0.508364677,0.169383034,0.125406653,0.157033876,0.537020981,0.722961962,-0.184114829,0.999770761,0.497161537,0.70769155,0.183631942,0.999670744,0.663313031,0.910670817,-0.355183154,0.999283612,0.341827899,0.65788877,0.355296314,0.953676939,0.849770844,0.853320718,-0.258790761,0.989653409,0.368195415,0.88068372,0.397342861,0.946803987,0.877241969,0.818264067,-0.246820047,0.97620064,0.391947061,0.918439329,0.395790279,0.961060226,0.880437732,0.93896997,-0.300810844,0.976156592,0.304660261,0.928381979,0.398501933,0.915901423
Bhujangasan,0.232286766,0.367984593,-0.191853255,0.999857128,0.249556705,0.354121119,-0.185325563,0.999848366,0.253681123,0.354667783,-0.185474634,0.999825835,0.258370936,0.355186731,-0.185628325,0.999836802,0.243317202,0.353425026,-0.145303383,0.99982655,0.243013382,0.353578925,-0.145314783,0.999813259,0.242824271,0.353669614,-0.145229757,0.999882638,0.277706474,0.371235698,-0.151997551,0.999745011,0.26290229,0.370295465,0.032015748,0.999853015,0.236518458,0.39946869,-0.18038775,0.999762952,0.231396556,0.395032853,-0.128112108,0.999879301,0.285408109,0.501732409,-0.294666976,0.999919593,0.30635044,0.504212081,0.222741634,0.999903679,0.288829386,0.72308439,-0.389007509,0.992997527,0.318354815,0.715330422,0.234884545,0.085221931,0.231482103,0.940349936,-0.395310819,0.979957223,0.276184916,0.888701499,0.14899525,0.267698288,0.185853422,0.949118614,-0.455636024,0.961450219,0.248935983,0.892602324,0.144374788,0.281825334,0.182001084,0.938688576,-0.413117319,0.959917367,0.242177814,0.896473944,0.096265964,0.271208853,0.199388504,0.936468899,-0.380862564,0.934806883,0.252798975,0.900433421,0.123810709,0.243394166,0.428268254,0.843403399,-0.178376719,0.999462485,0.440152168,0.821029127,0.177845538,0.999091804,0.672101736,0.896084666,-0.180455744,0.950828314,0.672352672,0.872164845,0.200511128,0.230654582,0.891993046,0.861603618,-0.083307981,0.98103112,0.866916776,0.830904126,0.380747557,0.41795066,0.923383117,0.815827131,-0.072370455,0.978519559,0.890412629,0.831277251,0.395917356,0.602989197,0.945737064,0.910773575,-0.174515024,0.974587321,0.914484799,0.892901421,0.312656224,0.615463138
Anjaneyasana,0.438005358,0.320038855,-0.117257796,0.9982301,0.446831554,0.300315261,-0.133608252,0.999176145,0.450423151,0.300674856,-0.133551195,0.998648047,0.453947484,0.300744504,-0.133541524,0.999033928,0.440651566,0.299484819,-0.082473584,0.99936831,0.439782292,0.299523801,-0.082267821,0.998661339,0.4388749,0.299389511,-0.082193635,0.998716176,0.472886384,0.309260964,-0.164666548,0.998806536,0.453715324,0.30979681,0.075894557,0.997003853,0.448961556,0.341374516,-0.12920706,0.990938425,0.441958815,0.341069698,-0.059645366,0.990494967,0.511032164,0.389714301,-0.300495088,0.99390769,0.482407629,0.405218333,0.22516568,0.990808308,0.503988802,0.260794312,-0.54290998,0.986086547,0.491596371,0.295284271,0.270591617,0.035813995,0.526609778,0.142753452,-0.588397145,0.946288466,0.514569581,0.182904929,0.160355389,0.093335569,0.536536634,0.110856995,-0.645975888,0.914801836,0.527486086,0.151894256,0.14199087,0.122494332,0.537607372,0.110686868,-0.625189543,0.904380977,0.525661469,0.149841756,0.125053853,0.114853464,0.534308553,0.122142486,-0.58427155,0.886679232,0.522579372,0.159591511,0.142753035,0.123989575,0.541125655,0.709251642,-0.174297377,0.999704242,0.495239794,0.698240519,0.173820838,0.999694467,0.663065791,0.91110599,-0.333155811,0.99825114,0.348332286,0.659886777,0.304201603,0.963935673,0.853449047,0.853974164,-0.216838315,0.977001607,0.370219529,0.886887372,0.336971313,0.95318675,0.8781721,0.820156097,-0.202149078,0.948586285,0.392648399,0.918854535,0.335409164,0.96500957,0.882004619,0.932730019,-0.255825013,0.952538371,0.302882224,0.930735588,0.335716188,0.917624593
Dhanurasana,0.186589986,0.599738717,-0.032910876,0.999981701,0.196315154,0.576040447,-0.055931609,0.999981523,0.199803233,0.575211287,-0.055944335,0.999988019,0.203470737,0.574144661,-0.056271713,0.999978781,0.195748359,0.574017167,-0.008796903,0.999979913,0.198659673,0.571823239,-0.008796501,0.999986231,0.201951101,0.569220185,-0.00874822,0.999979079,0.229793698,0.573092103,-0.126545146,0.999990165,0.229337022,0.566794217,0.076878041,0.999985516,0.202668831,0.617647886,-0.059886616,0.999986291,0.200910568,0.616364598,0.001732235,0.99998337,0.309410423,0.635926485,-0.25272122,0.999996603,0.336111963,0.610840797,0.17102702,0.999934256,0.465323448,0.534634411,-0.260894895,0.997160733,0.487043679,0.517186224,0.177642748,0.37116465,0.613505661,0.438180596,-0.276873589,0.990365446,0.620438218,0.428422123,0.147077903,0.49780187,0.640308201,0.401404738,-0.318090647,0.976243615,0.648975015,0.392423213,0.151821077,0.424495459,0.650396705,0.424783885,-0.332141638,0.966692567,0.655405819,0.403332114,0.118358776,0.418151557,0.64171803,0.448147982,-0.281820148,0.960527599,0.639831841,0.420231164,0.128696114,0.401497334,0.582009435,0.770551443,-0.178252816,0.99996841,0.588798344,0.73504132,0.178650767,0.999963284,0.827781856,0.723826945,-0.268785357,0.999577522,0.817170918,0.711592376,0.144121826,0.312166542,0.658401608,0.464721054,0.069751933,0.977817357,0.655707955,0.460354984,0.472397625,0.176420242,0.632278144,0.478317261,0.114135399,0.969720721,0.628464282,0.472785622,0.509059012,0.190213189,0.631634116,0.316031486,0.205425173,0.93977052,0.637177229,0.320784122,0.575814188,0.208872736
Dhanurasana,0.185075447,0.600692689,-0.057976149,0.999984086,0.194565043,0.578268468,-0.083870485,0.999980211,0.197755545,0.577850044,-0.083870448,0.999987841,0.201116875,0.577119052,-0.084102318,0.999976456,0.193995506,0.575205922,-0.044289317,0.999977112,0.19667837,0.572870851,-0.04430066,0.999986291,0.199905664,0.570114911,-0.044247031,0.999978483,0.225497097,0.576514304,-0.158428326,0.999988198,0.226635143,0.568997979,0.022832766,0.999987364,0.199331716,0.619526029,-0.082376257,0.999985516,0.197960749,0.616447687,-0.030847788,0.999982953,0.304256231,0.653973281,-0.247671038,0.999996185,0.336640298,0.61504972,0.111269817,0.999933898,0.464057267,0.555172384,-0.221364766,0.993518233,0.487543017,0.525841236,0.12491212,0.346451581,0.617033839,0.456370205,-0.219180152,0.972957373,0.617353678,0.440104365,0.097905144,0.452698022,0.643930018,0.417672992,-0.253741473,0.945312798,0.647361934,0.402578056,0.104016922,0.399305999,0.654892027,0.437352955,-0.266141146,0.932824731,0.655549347,0.414427936,0.062778905,0.390416801,0.64836961,0.460070908,-0.223578542,0.927285194,0.648197234,0.438254565,0.078480512,0.381078005,0.581244349,0.7775563,-0.157214358,0.999979079,0.587857604,0.728964508,0.157571942,0.9999668,0.830811799,0.748018503,-0.261173546,0.999206007,0.817047298,0.705186725,0.125730202,0.298976362,0.663124084,0.479073673,0.069554843,0.959570587,0.659626663,0.462367117,0.45273906,0.1815539,0.63495338,0.487670809,0.110840812,0.949494481,0.629855692,0.475207657,0.488568962,0.230374485,0.638747215,0.336297929,0.204639912,0.91562593,0.638502359,0.329799652,0.559120595,0.256017119
